Date,Adj Close
2003-12-31,32.783870697021484
2004-01-02,32.50090789794922
2004-01-05,32.96982192993164
2004-01-06,33.115352630615234
2004-01-07,32.94557571411133
2004-01-08,33.09513473510742
2004-01-09,33.76212692260742
2004-01-12,33.75404357910156
2004-01-13,34.016807556152344
2004-01-14,33.87531661987305
2004-01-15,33.05067825317383
2004-01-16,33.51959991455078
2004-01-20,34.329246520996094
2004-01-21,34.4506950378418
2004-01-22,34.02157211303711
2004-01-23,34.48308563232422
2004-01-26,34.159217834472656
2004-01-27,33.74629211425781
2004-01-28,32.75043869018555
2004-01-29,31.948875427246094
2004-01-30,31.155399322509766
2004-02-02,31.147319793701172
2004-02-03,31.2525691986084
2004-02-04,30.645328521728516
2004-02-05,30.19193458557129
2004-02-06,30.143339157104492
2004-02-09,31.082530975341797
2004-02-10,32.06221008300781
2004-02-11,32.24843978881836
2004-02-12,32.280818939208984
2004-02-13,31.989336013793945
2004-02-17,32.280818939208984
2004-02-18,31.7464599609375
2004-02-19,31.471160888671875
2004-02-20,31.3011531829834
2004-02-23,31.349727630615234
2004-02-24,31.778844833374023
2004-02-25,32.394168853759766
2004-02-26,32.936649322509766
2004-02-27,33.3333740234375
2004-03-01,34.175411224365234
2004-03-02,34.02157211303711
2004-03-03,34.26448059082031
2004-03-04,33.705810546875
2004-03-05,34.215885162353516
2004-03-08,34.329246520996094
2004-03-09,33.93252944946289
2004-03-10,33.236209869384766
2004-03-11,32.507537841796875
2004-03-12,33.42243194580078
2004-03-15,34.207786560058594
2004-03-16,34.02157211303711
2004-03-17,34.701690673828125
2004-03-18,34.944583892822266
2004-03-19,34.094444274902344
2004-03-22,33.819175720214844
2004-03-23,34.151123046875
2004-03-24,32.790897369384766
2004-03-25,33.01760482788086
2004-03-26,33.62482833862305
2004-03-29,34.0782585144043
2004-03-30,34.782657623291016
2004-03-31,34.95268630981445
2004-04-01,34.369720458984375
2004-04-02,33.97299575805664
2004-04-05,34.16731262207031
2004-04-06,34.175411224365234
2004-04-07,34.26448059082031
2004-04-08,34.442596435546875
2004-04-12,34.993160247802734
2004-04-13,35.18748474121094
2004-04-14,35.61658477783203
2004-04-15,36.312896728515625
2004-04-16,36.82297134399414
2004-04-19,36.45864486694336
2004-04-20,35.745182037353516
2004-04-21,35.728981018066406
2004-04-22,35.3236083984375
2004-04-23,34.812843322753906
2004-04-26,34.812843322753906
2004-04-27,35.89111328125
2004-04-28,35.3236083984375
2004-04-29,33.78321838378906
2004-04-30,33.94536209106445
2004-05-03,34.877708435058594
2004-05-04,34.69123077392578
2004-05-05,34.7966194152832
2004-05-06,34.60205078125
2004-05-07,33.65349197387695
2004-05-10,32.218502044677734
2004-05-11,33.12650680541992
2004-05-12,32.550907135009766
2004-05-13,32.42928695678711
2004-05-14,33.32920455932617
2004-05-17,33.47513198852539
2004-05-18,32.07257080078125
2004-05-19,32.088783264160156
2004-05-20,32.007713317871094
2004-05-21,31.594253540039062
2004-05-24,33.077884674072266
2004-05-25,33.95347213745117
2004-05-26,33.167057037353516
2004-05-27,32.46171951293945
2004-05-28,32.721160888671875
2004-06-01,33.32110595703125
2004-06-02,33.77511215209961
2004-06-03,33.30488967895508
2004-06-04,33.31298065185547
2004-06-07,33.58052062988281
2004-06-08,33.23191833496094
2004-06-09,32.75358963012695
2004-06-10,33.77511215209961
2004-06-14,32.996788024902344
2004-06-15,33.83186721801758
2004-06-16,34.618289947509766
2004-06-17,35.37224197387695
2004-06-18,35.56682205200195
2004-06-21,35.5587158203125
2004-06-22,35.49384307861328
2004-06-23,36.199195861816406
2004-06-24,35.672218322753906
2004-06-25,35.59926223754883
2004-06-28,34.59394836425781
2004-06-29,34.77230453491211
2004-06-30,35.3073844909668
2004-07-01,35.591156005859375
2004-07-02,35.453311920166016
2004-07-06,36.726173400878906
2004-07-07,37.269344329833984
2004-07-08,36.807228088378906
2004-07-09,36.807228088378906
2004-07-12,36.693756103515625
2004-07-13,36.96939468383789
2004-07-14,37.147762298583984
2004-07-15,37.59364318847656
2004-07-16,38.01523971557617
2004-07-19,37.94227981567383
2004-07-20,37.7474365234375
2004-07-21,36.86261749267578
2004-07-22,37.1954345703125
2004-07-23,36.99248123168945
2004-07-26,36.4486083984375
2004-07-27,37.22791290283203
2004-07-28,37.56884002685547
2004-07-29,37.455204010009766
2004-07-30,37.771793365478516
2004-08-02,37.60945129394531
2004-08-03,38.07215881347656
2004-08-04,36.89509201049805
2004-08-05,35.88035583496094
2004-08-06,34.78446960449219
2004-08-09,35.53130340576172
2004-08-10,35.7017822265625
2004-08-11,34.99553298950195
2004-08-12,34.54094696044922
2004-08-13,35.3446044921875
2004-08-16,35.4582405090332
2004-08-17,34.58964157104492
2004-08-18,35.24717712402344
2004-08-19,35.40142059326172
2004-08-20,35.9940185546875
2004-08-23,35.328369140625
2004-08-24,35.11729049682617
2004-08-25,35.25529479980469
2004-08-26,35.466365814208984
2004-08-27,35.79106903076172
2004-08-30,35.79918670654297
2004-08-31,36.27812957763672
2004-09-01,37.51203155517578
2004-09-02,37.47144317626953
2004-09-03,37.52014923095703
2004-09-07,37.455204010009766
2004-09-08,37.357784271240234
2004-09-09,38.19391632080078
2004-09-10,37.92603302001953
2004-09-13,38.202030181884766
2004-09-14,38.331912994384766
2004-09-15,37.80427169799805
2004-09-16,38.07215881347656
2004-09-17,38.948875427246094
2004-09-20,39.070640563964844
2004-09-21,40.34511947631836
2004-09-22,39.9716911315918
2004-09-23,39.898658752441406
2004-09-24,40.20711898803711
2004-09-27,39.94734191894531
2004-09-28,40.734779357910156
2004-09-29,40.38569259643555
2004-09-30,40.67793273925781
2004-10-01,40.937713623046875
2004-10-04,40.80781936645508
2004-10-05,41.68455123901367
2004-10-06,42.4800910949707
2004-10-07,42.618080139160156
2004-10-08,42.569366455078125
2004-10-11,42.22031021118164
2004-10-12,41.91996383666992
2004-10-13,41.059478759765625
2004-10-14,41.83066177368164
2004-10-15,42.35018539428711
2004-10-18,41.45723342895508
2004-10-19,41.522186279296875
2004-10-20,42.69297409057617
2004-10-21,43.22145462036133
2004-10-22,42.87997055053711
2004-10-25,43.22145462036133
2004-10-26,43.945064544677734
2004-10-27,42.09132766723633
2004-10-28,40.70913314819336
2004-10-29,41.22134780883789
2004-11-01,41.44902420043945
2004-11-02,40.21318054199219
2004-11-03,40.82295608520508
2004-11-04,41.099403381347656
2004-11-05,41.59536361694336
2004-11-08,40.22133255004883
2004-11-09,39.32696533203125
2004-11-10,40.245704650878906
2004-11-11,40.17253494262695
2004-11-12,41.07500076293945
2004-11-15,40.13188171386719
2004-11-16,39.71723175048828
2004-11-17,40.188804626464844
2004-11-18,41.107540130615234
2004-11-19,41.94496154785156
2004-11-22,42.465335845947266
2004-11-23,42.80680465698242
2004-11-24,43.27023696899414
2004-11-26,43.652374267578125
2004-11-29,43.489749908447266
2004-11-30,43.95317840576172
2004-12-01,42.1563606262207
2004-12-02,40.530269622802734
2004-12-03,41.22948455810547
2004-12-06,41.0831298828125
2004-12-07,40.538414001464844
2004-12-08,40.42457962036133
2004-12-09,41.099403381347656
2004-12-10,40.530269622802734
2004-12-13,41.36771774291992
2004-12-14,41.58723068237305
2004-12-15,42.010005950927734
2004-12-16,41.05876541137695
2004-12-17,41.01810836791992
2004-12-20,41.32706069946289
2004-12-21,41.57096481323242
2004-12-22,40.896148681640625
2004-12-23,41.17258834838867
2004-12-27,40.28635787963867
2004-12-28,40.904266357421875
2004-12-29,41.1481819152832
2004-12-30,41.091278076171875
2004-12-31,41.115684509277344
2005-01-03,39.25379180908203
2005-01-04,38.93669891357422
2005-01-05,38.80662155151367
2005-01-06,39.43265151977539
2005-01-07,39.18060302734375
2005-01-10,39.457054138183594
2005-01-11,39.79853820800781
2005-01-12,40.416439056396484
2005-01-13,41.579097747802734
2005-01-14,42.34337615966797
2005-01-18,42.63605499267578
2005-01-19,42.36735916137695
2005-01-20,42.04164123535156
2005-01-21,41.83805465698242
2005-01-24,42.22891616821289
2005-01-25,42.644203186035156
2005-01-26,43.23048782348633
2005-01-27,44.297210693359375
2005-01-28,44.109901428222656
2005-01-31,44.31348419189453
2005-02-01,44.899776458740234
